"ObfuscatedClass","SourceFile","Package","Category","IdentityConfidence"
"aq.ae","L1PolyMorph.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.af","L1Quest.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.ag","L1Spawn.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.ah","L1SpawnBoss.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.ai","L1SpawnEffect.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.aj","L1SpawnWar.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.ak","L1SpeedChecker.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.al","L1TaxCalculator.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.am","L1Teleport.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.an","L1TownLocation.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.ao","L1Trade.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.ap","L1War.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"aq.aq","L1World.java","aq","GAME_MODEL","SOURCEFILE_CONFIRMED"
"ar.a","L1ClassFeature.java","ar","CLASS_FEATURE","SOURCEFILE_CONFIRMED"
"ar.b","L1DarkElfClassFeature.java","ar","CLASS_FEATURE","SOURCEFILE_CONFIRMED"
"ar.c","L1DragonKnightClassFeature.java","ar","CLASS_FEATURE","SOURCEFILE_CONFIRMED"
"ar.d","L1ElfClassFeature.java","ar","CLASS_FEATURE","SOURCEFILE_CONFIRMED"
"ar.e","L1IllusionistClassFeature.java","ar","CLASS_FEATURE","SOURCEFILE_CONFIRMED"
"ar.f","L1KnightClassFeature.java","ar","CLASS_FEATURE","SOURCEFILE_CONFIRMED"
"ar.g","L1RoyalClassFeature.java","ar","CLASS_FEATURE","SOURCEFILE_CONFIRMED"
"ar.h","L1WarriorClassFeature.java","ar","CLASS_FEATURE","SOURCEFILE_CONFIRMED"
"ar.i","L1WizardClassFeature.java","ar","CLASS_FEATURE","SOURCEFILE_CONFIRMED"
"as.a","L1BugBearRace.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.b","L1CastleWar.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.c","L1CentralTemple.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.d","L1Dragon.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.e","L1HardinBattle.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.f","L1IceQueen.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.g","L1OrimBattle.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.h","L1SoulStone.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.i","L1SoulTower.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.j","L1ThebesBattle.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"as.k","L1ValakasLair.java","as","GAME_SYSTEM","SOURCEFILE_CONFIRMED"
"at.a","L1GameTime.java","at","GAME_TIME","SOURCEFILE_CONFIRMED"
"at.b","L1GameTimeAdapter.java","at","GAME_TIME","SOURCEFILE_CONFIRMED"
"at.c","L1GameTimeClock.java","at","GAME_TIME","SOURCEFILE_CONFIRMED"
"at.d","L1GameTimeListener.java","at","GAME_TIME","SOURCEFILE_CONFIRMED"
"au.a","L1AccountInventory.java","au","INVENTORY","SOURCEFILE_CONFIRMED"
"au.b","L1CharInventory.java","au","INVENTORY","SOURCEFILE_CONFIRMED"
"au.c","L1ClanInventory.java","au","INVENTORY","SOURCEFILE_CONFIRMED"
"au.d","L1ElvenInventory.java","au","INVENTORY","SOURCEFILE_CONFIRMED"
"au.e","L1GroundInventory.java","au","INVENTORY","SOURCEFILE_CONFIRMED"
"au.f","L1Inventory.java","au","INVENTORY","SOURCEFILE_CONFIRMED"
"au.g","L1PcInventory.java","au","INVENTORY","SOURCEFILE_CONFIRMED"
"av.a","L1ItemDelay.java","av","ITEM_DELAY","SOURCEFILE_CONFIRMED"
"aw.a","Enchant.java","aw","ITEM_HANDLER","SOURCEFILE_CONFIRMED"
"aw.b","FurnitureItem.java","aw","ITEM_HANDLER","SOURCEFILE_CONFIRMED"
"aw.c","MagicDoll.java","aw","ITEM_HANDLER","SOURCEFILE_CONFIRMED"
"aw.d","Potion.java","aw","ITEM_HANDLER","SOURCEFILE_CONFIRMED"
"ax.a","CachedMapReader.java","ax","MAP","SOURCEFILE_CONFIRMED"
"ax.b","L1Map.java","ax","MAP","SOURCEFILE_CONFIRMED"
"ax.c","L1MapArea.java","ax","MAP","SOURCEFILE_CONFIRMED"
"ax.d","L1WorldMap.java","ax","MAP","SOURCEFILE_CONFIRMED"
"ax.e","MapReader.java","ax","MAP","SOURCEFILE_CONFIRMED"
"ax.f","TextMapReader.java","ax","MAP","SOURCEFILE_CONFIRMED"
"ay.a","L1PcAtkMonitor.java","ay","PC_MONITOR","SOURCEFILE_CONFIRMED"
"ay.b","L1PcAutoUpdate.java","ay","PC_MONITOR","SOURCEFILE_CONFIRMED"
"ay.c","L1PcEinMonitor.java","ay","PC_MONITOR","SOURCEFILE_CONFIRMED"
"ay.d","L1PcExpMonitor.java","ay","PC_MONITOR","SOURCEFILE_CONFIRMED"
"ay.e","L1PcInvisDelay.java","ay","PC_MONITOR","SOURCEFILE_CONFIRMED"
"ay.f","L1PcMonitor.java","ay","PC_MONITOR","SOURCEFILE_CONFIRMED"
"az.a","L1DamagePoison.java","az","POISON","SOURCEFILE_CONFIRMED"
"az.b","L1ParalysisPoison.java","az","POISON","SOURCEFILE_CONFIRMED"
"az.c","L1Poison.java","az","POISON","SOURCEFILE_CONFIRMED"
"az.d","L1SilencePoison.java","az","POISON","SOURCEFILE_CONFIRMED"
"ba.a","AnnounceTimer.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"ba.b","ClearGroundTimer.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"ba.c","ClientAliveTimer.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"ba.d","CurrentTimeReseter.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"ba.e","ElementalStoneTimer.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"ba.f","FieldLightTimer.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"ba.g","HellTimer.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"ba.h","HomeTownTimer.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"ba.i","HouseTimer.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"ba.j","InventoryTimer.java","ba","TIMER","SOURCEFILE_CONFIRMED"
"bb.a","CubeEffectTimer.java","bb","TIMER","SOURCEFILE_CONFIRMED"
"bb.b","NpcChatTimer.java","bb","TIMER","SOURCEFILE_CONFIRMED"
"bc.a","FishingTimer.java","bc","TIMER","SOURCEFILE_CONFIRMED"
"bc.b","HpRegenerationTimer.java","bc","TIMER","SOURCEFILE_CONFIRMED"
"bc.c","MpRegenerationTimer.java","bc","TIMER","SOURCEFILE_CONFIRMED"
"bc.d","ShiftLoginTimer.java","bc","TIMER","SOURCEFILE_CONFIRMED"
"bc.e","WeaponChaserTimer.java","bc","TIMER","SOURCEFILE_CONFIRMED"
"bd.a","L1Trap.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"bd.b","L1DamageTrap.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"bd.c","L1HealingTrap.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"bd.d","L1MonsterTrap.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"bd.e","L1Trap.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"bd.f","L1PoisonTrap.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"bd.g","L1SkillTrap.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"bd.h","L1TeleportTrap.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"bd.i","L1Trap.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"bd.j","TrapStorage.java","bd","TRAP","SOURCEFILE_CONFIRMED"
"be.a","S_Ability.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.b","S_ActiveSpells.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.c","S_AddItem.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.d","S_AddSkill.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.e","S_ApplyAuction.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.f","S_ArcharArrange.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.g","S_AttackPacket.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.h","S_Attribute.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.i","S_AuctionBoard.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.j","S_AuctionBoardRead.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.k","S_Blink.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.l","S_Board.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.m","S_BoardRead.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.n","S_Bookmarks.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.o","S_CastleMaster.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.p","S_ChangeHeading.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.q","S_ChangeLevel.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.r","S_ChangeName.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.s","S_ChangeShape.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.t","S_CharAmount.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.u","S_CharCreateStatus.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.v","S_CharEvent.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.w","S_CharList.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.x","S_CharReset.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.y","S_CharTitle.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.z","S_CharVisualUpdate.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.aa","S_CharacterConfig.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ab","S_ChatPacket.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ac","S_ClanName.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ad","S_CurseBlind.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ae","S_DelSkill.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.af","S_DeleteCharOK.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ag","S_DeleteInventoryItem.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ah","S_Deposit.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ai","S_Dexup.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.aj","S_Disconnect.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ak","S_DoActionGFX.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.al","S_DoActionShop.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.am","S_DollPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.an","S_DoorPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ao","S_Drawal.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ap","S_DropItemPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.aq","S_EffectLocation.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ar","S_Emblem.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.as","S_EquipmentSlot.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.at","S_Extended.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.au","S_Fight.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.av","S_Fishing.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.aw","S_FixWeaponList.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ax","S_FollowerPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ay","S_GameTime.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.az","S_HPMeter.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ba","S_HPUpdate.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bb","S_HouseMap.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bc","S_HowManyKey.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bd","S_HowManyMake.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.be","S_Html.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bf","S_IdentifyDesc.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bg","S_InitAbility.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bh","S_InvList.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bi","S_Invis.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bj","S_ItemAttribute.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bk","S_ItemColor.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bl","S_ItemDesc.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bm","S_ItemName.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bn","S_Karma.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bo","S_KeeperPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bp","S_Key.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bq","S_Lawful.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.br","S_Light.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bs","S_Liquor.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bt","S_LoginGame.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bu","S_LoginResult.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bv","S_MPUpdate.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bw","S_Mail.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bx","S_MapID.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.by","S_MercenaryArrange.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.bz","S_MercenaryEmpoly.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ca","S_Message_YN.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cb","S_MoveCharPacket.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cc","S_NPCPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cd","S_NewCharPacket.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ce","S_News.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cf","S_NpcChangeShape.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cg","S_NpcChatPacket.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ch","S_OtherCharPacks.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ci","S_OwnCharAttrDef.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cj","S_OwnCharPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ck","S_OwnCharStatus.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cl","S_OwnCharStatus2.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cm","S_PacketBox.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cn","S_Paralysis.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.co","S_Party.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cp","S_PetCtrlMenu.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cq","S_PetEquipment.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cr","S_PetInventory.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cs","S_PetList.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ct","S_PetMenuPacket.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cu","S_PetPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cv","S_PinkName.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cw","S_Pledge.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cx","S_PledgeWarehouseHistory.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cy","S_PledgeWatch.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.cz","S_Poison.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.da","S_Portal.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.db","S_PrivateShop.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dc","S_ProtoBuffers.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dd","S_Race.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.de","S_RangeSkill.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.df","S_Rank.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dg","S_RedMessage.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dh","S_RemoveObject.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.di","S_Resurrection.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dj","S_RetrieveList.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dk","S_RetrieveListChar.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dl","S_RetrieveListClan.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dm","S_RetrieveListElven.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dn","S_RuneSlot.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.do","S_SPMR.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dp","S_SelectTarget.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dq","S_SellHouse.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dr","S_SendLocation.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ds","S_ServerMessage.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dt","S_ServerVersion.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.du","S_ShopBuyList.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dv","S_ShopSellList.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dw","S_SignboardPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dx","S_SkillBrave.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dy","S_SkillBuy.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.dz","S_SkillBuyItem.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ea","S_SkillHaste.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.eb","S_SkillIconAura.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ec","S_SkillIconBlessOfEva.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ed","S_SkillIconShield.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ee","S_SkillSound.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ef","S_Sound.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.eg","S_Strup.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.eh","S_SummonPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ei","S_SystemMessage.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ej","S_TaxRate.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ek","S_Teleport.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.el","S_Trade.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.em","S_TradeAddItem.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.en","S_TradeStatus.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.eo","S_TrapPack.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.ep","S_TrueTarget.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.eq","S_War.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.er","S_WarTime.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.es","S_Weather.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.et","S_WhoCharinfo.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"be.eu","ServerBasePacket.java","be","SERVER_PACKET","SOURCEFILE_CONFIRMED"
"bf.a","L1SkillExecutor.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.b","S_000.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.c","S_001.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.d","S_002.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.e","S_003.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.f","S_004.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.g","S_005.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.h","S_006.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.i","S_007.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.j","S_008.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.k","S_009.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.l","S_010.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.m","S_011.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.n","S_012.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.o","S_013.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.p","S_014.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.q","S_015.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.r","S_016.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.s","S_017.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.t","S_018.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.u","S_019.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.v","S_020.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.w","S_021.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.x","S_022.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.y","S_023.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.z","S_025.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.aa","S_026.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ab","S_027.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ac","S_028.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ad","S_029.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ae","S_030.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.af","S_031.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ag","S_032.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ah","S_033.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ai","S_034.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.aj","S_035.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ak","S_036.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.al","S_037.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.am","S_038.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.an","S_039.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ao","S_040.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ap","S_041.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.aq","S_042.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ar","S_043.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.as","S_044.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.at","S_045.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.au","S_046.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.av","S_047.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.aw","S_048.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ax","S_049.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ay","S_050.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.az","S_051.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.ba","S_052.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bb","S_053.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bc","S_054.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bd","S_055.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.be","S_056.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bf","S_057.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bg","S_058.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bh","S_059.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
"bf.bi","S_060.java","bf","SKILL_EXECUTOR","SOURCEFILE_CONFIRMED"
